,loss,reconstruction_loss,kl_loss
0,25628958.0,25611936.0,17021.109375
1,15098311.0,15090602.0,7706.5263671875
2,12573356.0,12564469.0,8886.451171875
3,11691949.0,11682678.0,9272.255859375
4,11030847.0,11018749.0,12097.076171875
5,10271998.0,10256001.0,15995.9599609375
6,9923474.0,9912069.0,11404.9296875
7,9198758.0,9181992.0,16766.794921875
8,8839298.0,8825156.0,14143.3388671875
9,8372333.5,8357523.0,14810.3798828125
10,7956443.0,7944938.0,11505.771484375
11,7579738.5,7570240.5,9496.3505859375
12,7297089.5,7288293.0,8797.658203125
13,7022020.0,7013529.0,8490.251953125
14,6781718.5,6773288.0,8431.2138671875
15,6527200.0,6518533.5,8667.1376953125
16,6343540.5,6334739.5,8799.9384765625
17,6141745.5,6132627.5,9118.7626953125
18,5936209.0,5926771.5,9437.2236328125
19,5791483.0,5781843.5,9639.70703125
20,5642320.0,5632492.0,9828.3046875
21,5499689.0,5489654.5,10035.103515625
22,5359740.5,5349118.0,10620.8154296875
23,5248225.5,5237310.5,10913.833984375
24,5163029.0,5152232.0,10796.025390625
25,5070058.0,5059351.0,10706.0
26,4994616.0,4983785.0,10831.359375
27,4926989.5,4916129.5,10859.4423828125
28,4866065.5,4855279.5,10786.888671875
29,4837038.5,4826549.0,10489.8388671875
30,4780724.5,4769992.5,10731.88671875
31,4732481.5,4721770.0,10712.52734375
32,4693991.0,4683378.5,10612.2802734375
33,4631820.5,4621069.5,10751.173828125
34,4600605.5,4590027.5,10577.5634765625
35,4567735.0,4557247.5,10486.3876953125
36,4532107.0,4521713.0,10394.0126953125
37,4487024.5,4476541.5,10482.3779296875
38,4474239.0,4463918.5,10320.1884765625
39,4444155.0,4433859.5,10296.4755859375
40,4409607.0,4399318.0,10289.0654296875
41,4405993.0,4395961.0,10032.091796875
42,4392822.0,4382929.5,9891.396484375
43,4350513.5,4340570.5,9941.7783203125
44,4321773.5,4311789.5,9984.58203125
45,4292316.0,4282350.5,9964.3310546875
46,4286963.5,4277114.5,9849.06640625
47,4278675.0,4268978.5,9696.94140625
48,4247276.0,4237611.5,9663.828125
49,4238057.5,4228531.0,9525.5234375
50,4229118.0,4219769.5,9348.4091796875
51,4203243.5,4193860.5,9383.8203125
52,4175176.75,4165782.25,9395.373046875
53,4142617.25,4133098.25,9519.62890625
54,4139075.0,4129602.75,9472.947265625
55,4124205.0,4114927.25,9277.8740234375
56,4113652.0,4104371.5,9281.1552734375
57,4101115.25,4091902.75,9212.5380859375
58,4078929.75,4069815.75,9113.5380859375
59,4046647.25,4037276.0,9370.640625
60,4054910.25,4045691.25,9219.3076171875
61,4025564.25,4016295.5,9268.8857421875
62,3998605.5,3989268.5,9338.9814453125
63,3988105.5,3978750.0,9355.80859375
64,3971832.25,3962566.75,9265.2431640625
65,3963012.5,3953697.25,9314.640625
66,3952725.5,3943439.75,9284.658203125
67,3925215.75,3915836.25,9379.310546875
68,3912433.25,3903166.0,9267.638671875
69,3906423.25,3897244.0,9180.0107421875
70,3897400.5,3888279.5,9120.4345703125
71,3880433.75,3871380.75,9052.77734375
72,3862025.25,3852965.5,9059.23046875
73,3850563.5,3841535.0,9028.1806640625
74,3845964.25,3836949.5,9015.20703125
75,3841755.0,3832942.75,8812.431640625
76,3815107.75,3806145.0,8962.421875
77,3839393.0,3830762.5,8630.3251953125
78,3782677.0,3773844.75,8832.6455078125
79,3785926.75,3777110.25,8816.458984375
80,3760985.25,3752178.0,8807.9345703125
81,3753097.5,3744248.75,8847.5283203125
82,3759373.25,3750670.25,8703.083984375
83,3753338.25,3744813.0,8525.7841796875
84,3740209.75,3731704.75,8504.8095703125
85,3720152.25,3711572.75,8579.1611328125
86,3714387.5,3705891.75,8495.720703125
87,3699453.0,3690895.75,8557.078125
88,3706933.5,3698614.25,8319.32421875
89,3682170.5,3673747.5,8423.4658203125
90,3682100.75,3673748.5,8352.5693359375
91,3672873.25,3664562.5,8310.720703125
92,3671372.0,3663177.5,8193.78125
93,3679368.25,3671331.5,8037.6123046875
94,3657826.0,3649648.75,8177.42431640625
95,3631758.0,3623588.0,8170.89892578125
96,3620335.0,3612106.5,8227.6337890625
97,3620985.5,3612753.25,8232.2431640625
98,3618035.75,3609979.5,8056.25244140625
99,3617902.0,3609838.25,8064.1689453125
100,3599297.0,3591328.0,7968.85595703125
101,3590666.25,3582636.25,8029.2021484375
102,3595276.0,3587436.25,7840.2353515625
103,3570625.75,3562664.5,7961.93359375
104,3570185.75,3562223.75,7960.708984375
105,3558693.5,3550760.5,7933.42626953125
106,3555219.75,3547352.25,7867.2236328125
107,3548829.25,3540988.0,7841.98876953125
108,3530425.5,3522571.5,7853.22265625
109,3541168.75,3533393.0,7775.88232421875
110,3538347.5,3530736.25,7611.02783203125
111,3507181.0,3499432.5,7748.3232421875
112,3506913.75,3499157.5,7755.4306640625
113,3497711.25,3489976.25,7735.00732421875
114,3489234.75,3481593.75,7640.28271484375
115,3485558.75,3477876.75,7682.80029296875
116,3477537.0,3469918.0,7618.8232421875
117,3476443.5,3468888.75,7554.7900390625
118,3460712.5,3453093.0,7619.2275390625
119,3466855.25,3459348.75,7506.2861328125
120,3454946.75,3447460.0,7485.6171875
121,3460160.25,3452775.75,7384.3583984375
122,3444835.0,3437524.0,7311.0810546875
123,3408552.25,3401065.5,7487.1123046875
124,3425872.0,3418377.75,7494.01611328125
125,3434735.75,3427552.0,7183.45068359375
126,3398181.0,3390801.0,7380.341796875
127,3393508.0,3386145.75,7361.3203125
128,3389580.5,3382183.25,7397.2978515625
129,3383127.5,3375859.5,7267.1328125
130,3375229.5,3367912.5,7317.47802734375
131,3370307.5,3362985.75,7321.3583984375
132,3384581.75,3377434.25,7148.1611328125
133,3365252.0,3358064.0,7187.95654296875
134,3345249.0,3337898.5,7350.63623046875
135,3349904.0,3342673.25,7230.63720703125
136,3339231.75,3331969.25,7262.2607421875
137,3422508.25,3415841.75,6666.65087890625
138,3329546.25,3322550.25,6995.51904296875
139,3325142.25,3318054.5,7087.12353515625
140,3321062.25,3313909.5,7151.927734375
141,3317872.75,3310775.5,7096.619140625
142,3344072.75,3337262.25,6810.61083984375
143,3314889.5,3307904.75,6984.65087890625
144,3304068.75,3297052.0,7017.7041015625
145,3293208.5,3286185.75,7022.853515625
146,3300142.75,3293177.5,6965.3994140625
147,3287494.75,3280428.0,7066.6064453125
148,3292274.75,3285278.75,6995.6123046875
149,3292041.5,3285134.75,6907.35888671875
150,3277833.75,3270887.25,6946.248046875
151,3307003.0,3300263.5,6740.3349609375
152,3282788.0,3276030.75,6758.55322265625
153,3272378.5,3265495.75,6882.89892578125
154,3271711.0,3264927.0,6782.7587890625
155,3261940.0,3255147.5,6792.970703125
156,3255381.0,3248563.0,6817.71484375
157,3259212.0,3252296.5,6916.03076171875
158,3260431.0,3253778.75,6651.7958984375
159,3245603.5,3238916.75,6687.9619140625
160,3257542.75,3250860.5,6681.87353515625
161,3249365.5,3242776.75,6588.24072265625
162,3247152.25,3240568.5,6584.94287109375
163,3341394.75,3335362.0,6033.00244140625
164,3229772.5,3223312.0,6460.2734375
165,3235947.5,3229492.5,6454.99853515625
166,3217892.0,3211350.5,6541.8935546875
167,3228059.25,3221576.75,6481.6875
168,3219585.0,3213108.0,6476.72021484375
169,3223992.5,3217542.25,6450.0419921875
170,3212994.0,3206532.5,6460.69677734375
171,3286523.5,3280488.75,6034.6435546875
172,3211410.0,3205131.0,6278.7861328125
173,3199059.5,3192718.0,6340.478515625
174,3196134.25,3189761.0,6373.1044921875
175,3218507.0,3212189.25,6317.541015625
176,3197456.0,3191205.0,6251.28125
177,3188558.0,3182260.5,6296.9755859375
178,3185622.5,3179213.5,6408.23291015625
179,3182131.5,3175825.75,6305.45263671875
180,3186050.0,3179801.25,6248.7265625
181,3198408.25,3192140.25,6268.11279296875
182,3179252.75,3172999.5,6253.197265625
183,3184602.25,3178379.25,6222.779296875
184,3171831.25,3165597.0,6234.63623046875
185,3173649.0,3167460.0,6188.4599609375
186,3206718.75,3200773.0,5944.8818359375
187,3174804.5,3168764.25,6040.1416015625
188,3178516.5,3172519.5,5997.79931640625
189,3159131.0,3153052.0,6078.75537109375
190,3160044.5,3153995.0,6049.84130859375
191,3176812.5,3170863.0,5950.0849609375
192,3175669.5,3169838.25,5831.8671875
193,3146806.75,3140813.25,5993.029296875
194,3154912.0,3148878.0,6034.37548828125
195,3161332.75,3155454.25,5878.7392578125
196,3158667.25,3152814.75,5852.02001953125
197,3152451.0,3146604.0,5847.64697265625
198,3146942.25,3141092.5,5849.8388671875
199,3133897.25,3128007.75,5889.6650390625
200,3134496.0,3128621.25,5874.6123046875
201,3157128.75,3151379.5,5748.81201171875
202,3162675.0,3157049.25,5626.6806640625
203,3135357.25,3129616.25,5740.70947265625
204,3132456.5,3126686.75,5769.7392578125
205,3135480.75,3129759.25,5721.40234375
206,3140337.25,3134652.25,5684.53466796875
207,3124207.75,3118466.5,5741.03662109375
208,3119075.75,3113380.0,5695.67138671875
209,3119817.75,3114077.25,5740.55029296875
210,3118272.0,3112528.75,5743.4287109375
211,3123062.25,3117391.75,5669.998046875
212,3122422.25,3116771.75,5650.64697265625
213,3112868.5,3107225.5,5643.21142578125
214,3122783.25,3117196.0,5588.0166015625
215,3113335.75,3107747.75,5588.6455078125
216,3106955.0,3101353.75,5600.86962890625
217,3115124.0,3109510.5,5613.5244140625
218,3106166.25,3100610.5,5556.38818359375
219,3101514.5,3095928.75,5585.904296875
220,3136098.75,3130675.75,5422.8203125
221,3118830.0,3113488.0,5341.75048828125
222,3098802.0,3093388.25,5414.27783203125
223,3100317.0,3094848.25,5469.39501953125
224,3141991.5,3136708.0,5283.193359375
225,3094238.0,3088887.25,5350.47216796875
226,3082711.25,3077291.5,5420.1484375
227,3095823.75,3090421.0,5403.1220703125
228,3090852.0,3085400.75,5450.61669921875
229,3080452.75,3075010.0,5442.45263671875
230,3083292.5,3077884.0,5407.97802734375
231,3087649.0,3082321.0,5327.77783203125
232,3095859.0,3090526.75,5333.34326171875
233,3107521.75,3102292.75,5229.60693359375
234,3076491.25,3071247.25,5243.2998046875
235,3081245.0,3075957.5,5287.5625
236,3085833.5,3080517.5,5316.4921875
237,3114444.5,3109387.5,5057.4462890625
238,3065077.75,3059805.0,5272.96533203125
239,3074728.75,3069494.75,5234.0341796875
240,3062073.75,3056813.25,5260.31298828125
241,3059359.75,3054035.5,5324.31640625
242,3067898.5,3062619.0,5280.27197265625
243,3071232.25,3066029.0,5203.24755859375
244,3052643.75,3047281.0,5362.9609375
245,3053761.0,3048508.5,5251.74951171875
246,3054958.0,3049679.0,5278.978515625
247,3110623.75,3105546.25,5077.99560546875
248,3067049.25,3061974.5,5073.7470703125
249,3058170.25,3053092.75,5078.240234375
250,3070944.25,3065848.25,5096.4384765625
251,3052109.25,3047001.25,5107.31103515625
252,3048507.0,3043397.75,5108.23291015625
253,3060519.5,3055462.25,5057.19482421875
254,3054140.5,3049076.5,5063.97119140625
255,3030937.75,3025795.0,5143.23681640625
256,3046636.25,3041497.5,5138.34326171875
257,3044700.0,3039556.0,5143.62109375
258,3043648.25,3038559.25,5088.81005859375
259,3046948.0,3041937.0,5010.04931640625
260,3056586.5,3051676.0,4910.5869140625
261,3058434.75,3053573.0,4861.4892578125
262,3032103.5,3027123.0,4980.3701171875
263,3030339.0,3025346.75,4992.6513671875
264,3022422.25,3017404.0,5018.0244140625
265,3029473.0,3024458.5,5013.83251953125
266,3029410.75,3024405.75,5004.76904296875
267,3029465.75,3024525.5,4941.052734375
268,3018633.25,3013675.0,4957.666015625
269,3026210.75,3021285.5,4924.72900390625
270,3030418.75,3025543.75,4874.89208984375
271,3019046.75,3014171.5,4875.7392578125
272,3017982.25,3013074.5,4908.6923828125
273,3023245.5,3018256.0,4989.55712890625
274,3020999.5,3016175.25,4824.12841796875
275,3006597.0,3001704.5,4892.5224609375
276,3045907.5,3041201.0,4705.6279296875
277,3030539.25,3025807.0,4732.01806640625
278,3006507.5,3001734.5,4773.32421875
279,2997119.0,2992248.75,4870.046875
280,3012990.25,3008185.75,4804.37158203125
281,3011644.5,3006885.75,4759.150390625
282,3011527.75,3006841.75,4685.91162109375
283,3024448.25,3019774.75,4673.0400390625
284,2994745.75,2989936.75,4808.9287109375
285,3001615.0,2996907.25,4707.72509765625
286,3012019.0,3007324.0,4694.91650390625
287,2996840.75,2992123.0,4717.5712890625
288,3002139.0,2997484.0,4654.7578125
289,3001266.75,2996576.0,4690.32470703125
290,3025765.5,3021198.75,4567.271484375
291,2990223.0,2985615.75,4607.8193359375
292,2984100.5,2979344.75,4756.04736328125
293,2988480.0,2983806.25,4673.59619140625
294,2985149.25,2980486.5,4663.16064453125
295,2990725.0,2986078.75,4646.11083984375
296,2999720.25,2995177.25,4542.15869140625
297,2991733.0,2987086.25,4646.595703125
298,2989704.5,2985117.25,4587.22021484375
299,2989939.75,2985396.0,4543.20947265625
300,2972943.75,2968386.5,4557.68994140625
301,2977887.0,2973340.5,4546.6484375
302,2980046.75,2975518.75,4527.927734375
303,2981734.75,2977221.5,4512.5595703125
304,2987577.75,2983104.75,4473.75244140625
305,3018928.0,3014602.5,4325.73193359375
306,2990090.5,2985651.0,4438.68701171875
307,2982658.75,2978279.5,4379.1328125
308,2966348.5,2961936.75,4411.8369140625
309,2987298.5,2982913.0,4384.43994140625
310,2975569.25,2971206.5,4362.63134765625
311,2979741.5,2975336.25,4404.78955078125
312,2969848.75,2965365.5,4483.99951171875
313,2969878.25,2965507.75,4371.0
314,2979641.25,2975331.5,4309.52685546875
315,2958025.25,2953679.0,4345.86328125
316,2980831.25,2976540.0,4290.337890625
317,2983832.75,2979644.0,4189.08349609375
318,2952458.25,2948147.75,4310.54931640625
319,2966738.75,2962433.25,4305.07958984375
320,2960484.5,2956161.25,4323.146484375
321,2959195.0,2954916.5,4278.3642578125
322,2949933.25,2945612.0,4320.9619140625
323,2960511.25,2956247.25,4263.0400390625
324,2948388.75,2944134.25,4254.35888671875
325,2960066.75,2955767.25,4300.01611328125
326,3000385.0,2996381.25,4004.347412109375
327,2944656.25,2940501.75,4154.52783203125
328,2950775.25,2946570.5,4204.1806640625
329,2945693.25,2941439.25,4254.09130859375
330,2976413.25,2972340.5,4072.6357421875
331,2950725.75,2946633.75,4091.8447265625
332,2955781.5,2951688.75,4092.46142578125
333,2948302.25,2944209.25,4092.92919921875
334,2942601.75,2938475.0,4127.4541015625
335,2947136.75,2942943.0,4193.20166015625
336,2935019.0,2930888.5,4130.24658203125
337,2939090.5,2935001.75,4088.65869140625
338,2947814.75,2943759.25,4055.435546875
339,2949841.75,2945821.0,4020.628662109375
340,2936167.5,2932138.5,4028.86962890625
341,2932840.75,2928767.0,4073.802490234375
342,2936770.75,2932683.5,4087.063720703125
343,2940804.0,2936813.25,3991.326904296875
344,2935867.5,2931819.5,4048.5263671875
345,2934372.5,2930398.75,3973.2216796875
346,2923857.75,2919795.75,4062.11767578125
