,loss,reconstruction_loss,kl_loss
0,27806594.0,27804128.0,2469.687744140625
1,14016701.0,14011747.0,4950.4423828125
2,4248406.0,4229973.0,18433.26953125
3,2699190.25,2680807.25,18383.685546875
4,1877910.125,1849648.625,28261.162109375
5,1614435.25,1588644.25,25791.234375
6,1480070.5,1459049.0,21021.185546875
7,1450453.25,1436059.625,14393.58203125
8,1365228.625,1352493.25,12735.1865234375
9,1300568.875,1287382.0,13186.5693359375
10,1258102.25,1245419.125,12683.0654296875
11,1222142.625,1210397.25,11745.4814453125
12,1194324.125,1183313.125,11010.6240234375
13,1168109.125,1157928.125,10180.822265625
14,1143330.75,1133126.375,10204.48828125
15,1121840.75,1112030.25,9810.4130859375
16,1104643.625,1095058.5,9585.3935546875
17,1089104.875,1079957.0,9147.59375
18,1073513.25,1064567.125,8946.1103515625
19,1060619.125,1051843.375,8775.56640625
20,1058086.75,1050269.875,7816.97021484375
21,1044500.9375,1036843.375,7657.5751953125
22,1029126.375,1021498.875,7627.21142578125
23,1018530.875,1011091.75,7439.154296875
24,1009001.875,1001524.3125,7477.4462890625
25,1001884.6875,994627.25,7257.6142578125
26,991897.9375,984873.4375,7024.72412109375
27,984889.5625,978032.0,6857.65673828125
28,976644.6875,969982.4375,6662.3623046875
29,970259.75,963694.125,6565.75732421875
30,964692.25,958265.1875,6426.87548828125
31,958600.625,952350.5625,6249.84033203125
32,955444.875,949407.9375,6036.79833984375
33,948961.4375,943009.375,5952.212890625
34,945810.4375,940019.0,5791.50048828125
35,942087.5625,936393.875,5693.5869140625
36,942728.0625,937243.25,5484.77685546875
37,935367.0,929984.75,5382.35791015625
38,932169.0,926920.4375,5248.65380859375
39,926715.6875,921556.5,5159.21533203125
40,923353.8125,918380.75,4973.037109375
41,920062.3125,915121.5625,4940.6826171875
42,916559.8125,911713.375,4846.3623046875
43,914074.3125,909346.875,4727.607421875
44,911521.9375,906883.8125,4637.93505859375
45,909213.375,904678.3125,4534.95458984375
46,906135.8125,901705.5625,4430.00048828125
47,903205.0,898846.1875,4358.81005859375
48,905512.3125,901315.5625,4196.552734375
49,903689.25,899528.875,4160.27783203125
50,898497.5625,894368.625,4128.98828125
51,892826.1875,888736.875,4089.0498046875
52,889501.875,885522.4375,3979.240478515625
53,887078.75,883147.5625,3930.968505859375
54,885314.875,881445.625,3869.517578125
55,882479.5625,878705.0,3774.479736328125
56,881510.1875,877808.4375,3701.922607421875
57,878382.4375,874736.0,3646.442138671875
58,875364.25,871772.9375,3591.387939453125
59,875026.5625,871492.75,3533.96630859375
60,871539.75,868070.625,3469.312744140625
61,869861.4375,866463.8125,3397.5205078125
62,868140.625,864799.5,3340.909912109375
63,864716.625,861420.75,3295.73046875
64,862439.8125,859241.875,3198.07470703125
65,861273.375,858096.625,3176.546875
66,858195.6875,855087.5625,3108.00732421875
67,859656.6875,856606.3125,3050.43017578125
68,854435.8125,851424.9375,3010.791259765625
69,851903.75,848957.125,2946.6435546875
