,loss,reconstruction_loss,kl_loss
0,24201252.0,24155536.0,45711.48828125
1,13174231.0,13167388.0,6844.48876953125
2,11685661.0,11675413.0,10250.658203125
3,10598842.0,10590049.0,8793.490234375
4,9617394.0,9610488.0,6906.982421875
5,8774951.0,8768960.0,5987.42724609375
6,8138488.5,8133076.0,5411.54345703125
7,7657337.0,7652117.5,5219.35302734375
8,7270724.0,7265227.5,5497.8203125
9,6988866.0,6983358.0,5508.962890625
10,6774553.0,6769218.0,5332.93701171875
11,6598589.0,6593433.5,5156.09228515625
12,6438183.0,6433245.0,4939.9130859375
13,6284598.5,6279771.0,4826.74072265625
14,6157303.5,6152589.0,4716.53515625
15,6040486.5,6035826.0,4659.34521484375
16,5965881.0,5961391.0,4490.51513671875
17,5834155.5,5829620.5,4536.658203125
18,5759847.0,5755306.5,4541.03369140625
19,5700463.0,5695867.0,4595.86279296875
20,5624684.5,5620051.0,4633.31396484375
21,5570837.5,5566166.5,4671.14208984375
22,5503310.0,5498595.0,4716.181640625
23,5447608.5,5442782.5,4827.6220703125
24,5382370.5,5377490.5,4877.87841796875
25,5309893.5,5304907.5,4985.94580078125
26,5250544.0,5245412.0,5132.361328125
27,5205714.5,5200525.0,5189.11328125
28,5151738.5,5146475.0,5263.15771484375
29,5092887.5,5087500.5,5387.236328125
30,5043206.0,5037793.5,5412.19140625
31,4993554.0,4988105.0,5448.1904296875
32,4954134.5,4948588.5,5546.259765625
33,4923372.0,4917830.0,5542.5732421875
34,4886064.5,4880425.5,5638.68359375
35,4856100.0,4850444.0,5655.287109375
36,4848754.0,4843135.5,5618.74072265625
37,4786780.0,4781012.5,5768.55908203125
38,4755399.0,4749544.5,5855.2333984375
39,4719443.0,4713503.5,5940.33935546875
40,4683474.5,4677369.0,6106.64453125
41,4666127.5,4659963.0,6164.314453125
42,4639139.0,4632970.5,6168.08935546875
43,4610803.5,4604481.5,6319.3662109375
44,4583154.5,4576760.5,6396.00537109375
45,4581157.0,4574790.0,6367.15234375
46,4556839.0,4550509.0,6329.6767578125
47,4518513.0,4512022.5,6490.5947265625
48,4494853.0,4488319.5,6533.04638671875
49,4446612.5,4440054.0,6557.72998046875
50,4431986.5,4425405.5,6580.4658203125
51,4430257.0,4423833.5,6424.64990234375
52,4396067.0,4389591.0,6475.88037109375
53,4399673.0,4393283.0,6389.6845703125
54,4365144.0,4358720.0,6423.8583984375
