,loss,reconstruction_loss,kl_loss
0,28718162.0,28639962.0,78185.6953125
1,18209236.0,18207966.0,1272.0377197265625
2,13363476.0,13360953.0,2519.968505859375
3,12016245.0,12011000.0,5247.056640625
4,11402015.0,11394264.0,7750.0517578125
5,10903521.0,10893955.0,9564.6591796875
6,10356972.0,10347103.0,9872.45703125
7,9692784.0,9683224.0,9559.111328125
8,9079373.0,9072310.0,7062.31298828125
9,8502499.0,8496313.0,6186.39111328125
10,8112137.5,8106470.0,5667.869140625
11,7793802.0,7787788.5,6012.97216796875
12,7500274.5,7493976.0,6297.54345703125
13,7239360.0,7233132.5,6228.15478515625
14,7038270.5,7032049.0,6220.53515625
15,6855284.5,6849223.0,6060.18603515625
16,6692943.5,6686950.0,5994.34521484375
17,6562940.5,6557069.0,5872.0263671875
18,6410672.5,6404790.5,5882.31201171875
19,6262040.0,6256203.5,5835.28173828125
20,6141310.5,6135512.0,5797.33447265625
21,6034835.5,6029169.5,5665.92626953125
22,5973031.5,5967556.0,5476.1201171875
23,5831448.0,5825950.0,5498.2294921875
24,5747518.5,5741997.5,5520.28857421875
25,5668878.5,5663369.0,5511.349609375
26,5602245.0,5596763.0,5481.55517578125
27,5526347.5,5520807.0,5539.69970703125
28,5470120.5,5464616.5,5504.3291015625
29,5410227.5,5404714.0,5513.7509765625
30,5344837.0,5339240.0,5596.84716796875
31,5297424.0,5291794.5,5629.18798828125
32,5263921.5,5258298.0,5622.6640625
33,5202418.5,5196724.5,5692.98583984375
34,5156410.0,5150762.5,5648.5771484375
35,5115803.0,5110167.0,5637.1318359375
36,5073424.0,5067762.5,5662.720703125
37,5036857.0,5031243.0,5612.36181640625
38,4987699.5,4982037.5,5661.61181640625
39,4948668.0,4943009.0,5658.3984375
40,4895588.0,4889935.5,5651.99658203125
41,4850484.0,4844866.5,5617.177734375
42,4807296.0,4801690.0,5606.029296875
43,4755264.5,4749671.0,5594.59521484375
44,4720268.5,4714666.0,5603.3046875
45,4690149.0,4684552.5,5597.5986328125
46,4650995.5,4645441.5,5553.494140625
47,4624419.5,4618832.5,5586.9755859375
48,4596617.0,4591138.0,5479.50341796875
49,4555894.0,4550480.0,5413.39111328125
50,4531157.5,4525728.5,5428.04150390625
51,4491319.0,4485810.5,5508.97412109375
52,4486874.5,4481435.0,5439.77294921875
53,4445339.5,4439907.0,5432.33203125
54,4429053.5,4423596.5,5456.71923828125
55,4398012.0,4392599.0,5413.54248046875
56,4376751.5,4371354.5,5396.86962890625
57,4352114.5,4346686.5,5426.6357421875
58,4329383.0,4324017.5,5365.19189453125
59,4323117.5,4317778.0,5338.529296875
60,4280579.5,4275258.0,5321.65869140625
61,4256154.0,4250849.5,5303.79296875
62,4221079.0,4215794.5,5284.4326171875
63,4182591.0,4177353.25,5237.1953125
64,4146139.25,4140868.0,5271.77392578125
65,4132715.5,4127469.25,5245.84912109375
66,4114972.0,4109806.25,5165.81396484375
67,4113016.75,4107909.5,5109.109375
68,4093795.0,4088696.75,5099.63818359375
69,4058016.0,4052906.5,5109.1015625
70,4048815.25,4043802.25,5012.48681640625
71,4017788.25,4012764.25,5023.17041015625
72,4000671.25,3995679.75,4992.51904296875
73,3994782.25,3989831.75,4951.0830078125
74,3967078.75,3962084.0,4995.2099609375
75,3976690.0,3971756.5,4934.587890625
76,3932704.75,3927785.75,4917.6083984375
77,3919653.0,3914741.0,4911.9873046875
78,3896053.5,3891139.5,4913.85986328125
79,3880622.0,3875729.25,4892.27880859375
80,3877349.5,3872470.5,4878.3779296875
81,3854128.25,3849252.0,4876.73974609375
82,3843647.0,3838799.25,4847.95654296875
83,3830685.0,3825852.25,4831.73974609375
84,3840696.25,3835878.75,4817.21728515625
85,3796215.25,3791387.25,4828.46826171875
86,3780254.25,3775465.75,4788.07470703125
87,3768322.75,3763508.5,4814.6875
88,3751415.5,3746635.0,4780.1669921875
89,3744361.75,3739558.25,4804.2724609375
90,3737284.75,3732529.0,4755.50634765625
91,3722409.25,3717549.0,4859.5078125
92,3706704.0,3701911.5,4792.32470703125
93,3695798.75,3691005.5,4793.05712890625
94,3695041.0,3690360.25,4681.0419921875
95,3680428.0,3675687.5,4740.396484375
96,3695081.5,3690422.5,4660.0595703125
97,3661890.75,3657259.0,4632.189453125
98,3649900.5,3645235.75,4664.8037109375
99,3639580.5,3634960.0,4620.49609375
100,3674764.5,3670150.25,4614.1474609375
101,3623705.5,3619079.25,4626.28955078125
102,3617813.0,3613138.0,4675.66845703125
103,3620219.25,3615649.25,4569.54736328125
104,3609015.5,3604440.25,4575.9609375
105,3607231.25,3602742.25,4488.65625
106,3585051.0,3580538.25,4512.7451171875
107,3579609.75,3575106.5,4503.85107421875
108,3573665.25,3569139.5,4525.02001953125
109,3574439.25,3569932.5,4507.228515625
110,3568427.25,3563969.0,4458.58447265625
111,3549295.25,3544846.75,4448.96728515625
112,3539827.75,3535358.25,4468.31103515625
113,3524584.25,3520085.5,4497.42041015625
114,3523644.25,3519192.75,4450.81982421875
115,3528095.75,3523665.75,4430.2822265625
116,3510289.25,3505859.5,4429.47021484375
117,3512191.0,3507748.75,4442.8369140625
118,3611959.5,3607698.75,4260.884765625
119,3533208.75,3528939.5,4269.525390625
120,3472889.25,3468516.75,4371.5029296875
121,3464884.5,3460495.0,4389.41845703125
122,3460128.25,3455762.5,4366.0029296875
123,3454838.5,3450430.75,4407.9287109375
124,3449703.25,3445356.5,4345.68701171875
125,3438260.0,3433867.25,4393.0302734375
126,3441441.25,3437100.25,4341.04736328125
