,loss,reconstruction_loss,kl_loss
0,27388546.0,27336702.0,51851.98046875
1,17410736.0,17285868.0,124868.5390625
2,14114698.0,13993894.0,120805.4921875
3,12887348.0,12807916.0,79431.7734375
4,12234038.0,12172423.0,61618.0703125
5,11806747.0,11755064.0,51685.59765625
6,11305860.0,11267510.0,38351.4765625
7,10729692.0,10703502.0,26192.0
8,10113377.0,10097720.0,15658.55859375
9,9506775.0,9494353.0,12421.349609375
10,8965952.0,8956405.0,9547.6279296875
11,8535829.0,8527550.0,8277.58203125
12,8239947.5,8233609.0,6341.6376953125
13,8008114.5,8003198.5,4914.64501953125
14,7822309.0,7817443.5,4863.99658203125
15,7688288.5,7684009.0,4278.23779296875
16,7535681.5,7531030.5,4650.3564453125
17,7416540.0,7412092.0,4448.1064453125
18,7298268.0,7293427.5,4841.4794921875
19,7174270.5,7169044.5,5225.47216796875
20,7089698.5,7085809.5,3888.30908203125
21,6914084.0,6909243.0,4840.69580078125
22,6785106.5,6779687.0,5419.84912109375
23,6690028.5,6684350.5,5677.4755859375
24,6588203.0,6582988.5,5214.41845703125
25,6502912.5,6497024.0,5889.20361328125
26,6430818.5,6423902.0,6917.16162109375
27,6363761.0,6358143.5,5616.3701171875
28,6313712.5,6307787.0,5925.7626953125
29,6261120.0,6255714.0,5405.94970703125
30,6202571.5,6196617.5,5954.17529296875
31,6162823.0,6156340.5,6482.177734375
32,6134515.5,6129399.0,5118.6240234375
33,6113170.5,6107770.5,5399.205078125
34,6079845.5,6075355.0,4489.56396484375
35,6023743.5,6017754.5,5986.91748046875
36,6003231.5,5997789.5,5441.72021484375
37,5991127.0,5985488.5,5637.92822265625
38,5958219.0,5952563.0,5654.76708984375
39,5927968.0,5922803.0,5164.39794921875
40,5911404.5,5906463.5,4939.60107421875
41,5879328.5,5873615.0,5714.14501953125
42,5854223.0,5849159.5,5063.4013671875
43,5836706.0,5832338.5,4367.30078125
44,5771146.0,5766488.0,4658.32763671875
45,5734536.0,5729824.0,4711.57861328125
46,5707591.0,5702479.5,5111.28369140625
47,5701119.5,5696751.5,4369.03271484375
48,5691271.0,5687100.5,4170.63427734375
49,5616042.0,5612354.5,3686.740478515625
50,5583850.0,5580156.5,3695.202392578125
51,5548304.0,5544770.5,3533.7822265625
52,5521273.0,5518162.5,3109.990966796875
53,5492227.5,5489135.0,3092.564208984375
54,5424443.5,5421295.5,3148.545654296875
55,5397707.0,5394711.0,2996.158203125
