,loss,reconstruction_loss,kl_loss
0,29015320.0,28954004.0,61315.89453125
1,15100948.0,15096927.0,4022.3095703125
2,4073037.5,4064701.5,8336.9453125
3,2886385.75,2880236.25,6149.998046875
4,2508535.25,2502681.0,5854.1162109375
5,2227811.5,2221024.5,6786.68017578125
6,1675855.625,1662610.375,13245.50390625
7,1470816.125,1457326.0,13490.01953125
8,1407682.5,1395587.5,12094.8232421875
9,1372117.625,1360650.25,11467.4404296875
10,1324804.875,1313467.125,11337.9599609375
11,1290717.5,1279515.0,11202.712890625
12,1260025.375,1249473.875,10551.515625
13,1229071.875,1219336.0,9736.2587890625
14,1201895.375,1192786.75,9108.759765625
15,1186790.125,1178058.375,8731.75
16,1174564.625,1166193.875,8370.859375
17,1157006.125,1148998.625,8007.29833984375
18,1141268.375,1133605.125,7663.58837890625
19,1125787.5,1118206.25,7581.1484375
20,1111189.375,1103878.75,7310.7646484375
21,1099072.125,1091882.25,7189.87841796875
22,1085928.75,1078904.375,7024.365234375
23,1072520.125,1065440.5,7079.5888671875
24,1061173.0,1054272.625,6900.3525390625
25,1049673.75,1042896.3125,6777.1416015625
26,1038433.5625,1031692.625,6740.98779296875
27,1029133.5625,1022553.0,6580.65576171875
28,1015319.75,1008867.0625,6452.6669921875
29,1008818.4375,1002490.8125,6327.8193359375
30,999149.5625,992975.5625,6173.91357421875
31,992173.0,986123.6875,6049.22119140625
32,986148.0,980283.5625,5864.4921875
33,980088.6875,974332.875,5755.64697265625
34,974265.875,968551.5625,5714.2578125
35,970637.125,965085.9375,5551.2763671875
36,964875.5625,959464.4375,5410.87841796875
37,961847.5625,956518.3125,5329.2265625
38,955710.875,950548.5,5162.1298828125
39,953431.5625,948286.4375,5144.99267578125
40,946856.875,941799.5625,5057.548828125
41,941151.0625,936227.75,4923.1923828125
42,938085.125,933245.6875,4839.30712890625
43,933699.0625,928921.375,4777.7666015625
44,931878.8125,927189.6875,4689.26220703125
45,927069.1875,922424.9375,4644.31982421875
46,923359.25,918801.4375,4557.7392578125
47,919469.0,914913.4375,4555.6943359375
48,918681.1875,914304.1875,4376.97119140625
49,913479.3125,909097.8125,4381.671875
50,910010.125,905686.875,4323.0654296875
51,907899.125,903666.875,4232.14501953125
52,905190.4375,900942.125,4248.37060546875
53,902277.0,898143.125,4134.0048828125
54,900448.1875,896411.5625,4036.764892578125
55,894578.8125,890559.375,4019.374267578125
56,892315.8125,888365.4375,3950.4482421875
57,890230.0625,886329.4375,3900.696533203125
58,886277.125,882440.3125,3836.6572265625
59,885073.5625,881271.75,3801.90234375
60,881675.9375,877905.875,3769.9326171875
61,879577.0,875891.25,3685.80517578125
62,877904.25,874262.4375,3641.69287109375
63,874311.3125,870710.1875,3601.130615234375
64,870821.8125,867255.375,3566.657958984375
65,869490.625,865990.5625,3500.02734375
66,865594.0625,862151.8125,3441.8759765625
67,865358.375,861954.5625,3404.031982421875
68,862168.4375,858813.4375,3355.0341796875
69,859037.375,855775.25,3262.217529296875
70,855039.25,851802.0625,3237.024169921875
71,852120.5,848917.375,3203.189453125
72,849173.125,846029.1875,3143.760986328125
73,846037.4375,842904.25,3133.28955078125
74,847680.75,844623.0,3057.865966796875
75,842519.5625,839533.5625,2985.96875
76,840792.0625,837870.1875,2921.7333984375
77,842039.75,839157.1875,2882.275146484375
78,837062.8125,834219.375,2843.130615234375
79,835114.3125,832317.8125,2796.4033203125
80,829253.125,826484.25,2768.910400390625
81,825752.625,823037.375,2715.2998046875
82,824800.4375,822136.625,2663.706298828125
83,820848.625,818197.125,2651.513916015625
84,817041.1875,814466.8125,2574.399169921875
85,814748.875,812239.5,2509.447021484375
86,811542.375,809053.375,2489.192138671875
87,808156.9375,805708.25,2448.55859375
88,804886.375,802469.375,2416.99951171875
89,802681.875,800309.125,2372.88330078125
90,800742.8125,798401.6875,2341.01025390625
91,799344.1875,797047.3125,2296.80712890625
92,798101.5625,795827.9375,2273.609375
93,791096.25,788852.75,2243.535888671875
94,787957.5625,785717.5625,2240.05712890625
95,782767.6875,780549.375,2218.41748046875
96,779777.0,777593.25,2183.91162109375
97,777248.25,775089.9375,2158.375
98,774957.375,772817.4375,2139.888427734375
99,772278.8125,770155.5625,2123.33935546875
100,768334.375,766229.9375,2104.587158203125
101,765280.0625,763188.75,2091.376220703125
102,763671.3125,761601.6875,2069.66064453125
103,758473.8125,756439.0625,2034.551025390625
104,755914.875,753895.5,2019.5380859375
105,755255.0625,753259.25,1995.841796875
106,751191.0625,749230.5625,1960.3349609375
107,751807.5,749872.3125,1935.2498779296875
108,751092.875,749218.4375,1874.400390625
109,745533.1875,743658.375,1874.74462890625
110,742233.9375,740364.5,1869.3795166015625
111,738598.75,736761.8125,1836.947998046875
112,738327.5,736495.75,1831.61181640625
113,737564.0625,735763.375,1800.6630859375
114,735070.375,733309.125,1761.3299560546875
115,735443.5625,733710.125,1733.25634765625
116,732875.8125,731133.5625,1742.2908935546875
117,727355.0,725636.6875,1718.4093017578125
118,727067.6875,725363.5,1704.224853515625
119,725184.25,723489.9375,1694.3795166015625
