,loss,reconstruction_loss,kl_loss
0,24467414.0,24462870.0,4542.619140625
1,13298969.0,13291385.0,7582.73583984375
2,11433575.0,11421227.0,12348.994140625
3,10831507.0,10822698.0,8805.701171875
4,10252369.0,10245573.0,6796.43896484375
5,9589399.0,9583821.0,5575.63037109375
6,8670695.0,8666104.0,4591.22265625
7,7816097.0,7812107.0,3985.749267578125
8,7265102.5,7261474.5,3628.167724609375
9,6846514.0,6843244.0,3270.372314453125
10,6541294.0,6538211.0,3082.2841796875
11,6328932.5,6325868.5,3066.03466796875
12,6139388.0,6136245.5,3142.084228515625
13,6012053.5,6008884.5,3166.71142578125
14,5893422.0,5890218.5,3204.08056640625
15,5784082.5,5780748.5,3334.86669921875
16,5689581.0,5686127.0,3455.665283203125
17,5592121.0,5588434.0,3686.50439453125
18,5504329.5,5500495.0,3833.5517578125
19,5411256.5,5407218.5,4039.07958984375
20,5335709.0,5331564.0,4144.3818359375
21,5215765.5,5211319.0,4446.02978515625
22,5123188.5,5118507.5,4680.04150390625
23,5032540.5,5027616.0,4924.9736328125
24,4947340.0,4942141.5,5198.193359375
25,4866808.5,4861455.5,5353.7001953125
26,4816849.0,4811439.0,5410.17919921875
27,4750487.0,4744989.5,5497.03271484375
28,4667694.5,4662071.5,5624.33203125
29,4587870.5,4582210.0,5660.23583984375
30,4543094.0,4537378.5,5714.763671875
31,4497035.0,4491270.0,5765.33740234375
32,4462654.5,4456853.0,5802.51220703125
33,4407032.0,4401116.0,5916.69677734375
34,4366500.0,4360506.5,5993.84521484375
35,4343450.0,4337430.5,6020.27099609375
36,4288968.5,4282731.5,6235.48046875
37,4267608.0,4261411.0,6195.69091796875
38,4223470.0,4217137.0,6330.998046875
39,4192903.5,4186503.25,6398.18212890625
40,4172495.75,4166135.0,6361.46044921875
41,4149622.75,4143275.0,6347.162109375
42,4121129.25,4114719.75,6410.9462890625
43,4089345.75,4082895.75,6449.3291015625
44,4075982.75,4069560.5,6422.28515625
45,4053865.0,4047476.75,6388.6298828125
46,4036496.75,4030095.25,6402.91650390625
47,4022287.25,4015895.75,6390.88330078125
48,4009715.5,4003457.5,6257.14453125
49,3986322.25,3979990.0,6332.37841796875
50,3973312.0,3967045.25,6266.087890625
51,3961458.0,3955221.75,6237.45947265625
52,3949467.25,3943275.25,6191.4404296875
53,3931986.25,3925783.0,6203.3056640625
54,3920531.0,3914384.25,6147.28369140625
55,3907811.75,3901684.25,6127.00732421875
56,3897016.5,3890896.25,6120.1533203125
57,3883498.25,3877413.75,6085.42724609375
58,3874904.75,3868869.75,6035.06103515625
59,3863659.25,3857650.25,6009.28271484375
60,3848367.75,3842370.0,5997.98388671875
61,3841356.5,3835401.0,5955.06201171875
62,3832499.0,3826639.75,5860.30322265625
63,3814778.5,3808889.75,5888.5966796875
64,3811797.75,3805975.0,5822.2734375
65,3788776.0,3782948.75,5827.59619140625
66,3785053.0,3779276.5,5776.2744140625
67,3774403.75,3768629.25,5774.6298828125
68,3768911.5,3763203.75,5707.8486328125
69,3753256.0,3747559.0,5697.0888671875
70,3756335.5,3750722.5,5614.173828125
71,3731158.25,3725534.5,5623.2470703125
72,3718936.5,3713352.5,5583.65380859375
73,3717327.5,3711787.0,5539.73779296875
74,3700926.25,3695444.75,5481.5908203125
75,3695587.0,3690098.25,5489.07958984375
76,3686138.75,3680642.5,5496.5380859375
77,3679636.0,3674190.0,5447.9140625
78,3676683.25,3671272.25,5411.47021484375
79,3667453.25,3662158.5,5294.80859375
80,3640515.5,3635157.75,5357.09619140625
81,3643680.75,3638348.5,5332.8408203125
82,3636064.75,3630817.75,5247.81005859375
83,3634519.5,3629283.0,5234.82275390625
84,3626204.5,3621040.25,5164.8271484375
85,3620066.5,3614993.5,5073.06396484375
86,3593674.75,3588541.0,5132.83935546875
87,3596190.5,3591117.0,5073.3125
88,3585922.75,3580900.75,5022.42724609375
89,3579060.75,3574015.75,5044.544921875
90,3575307.0,3570333.5,4973.880859375
91,3576177.5,3571258.25,4920.08984375
92,3560226.75,3555278.5,4948.421875
93,3554852.5,3549921.5,4930.8857421875
94,3550256.5,3545366.0,4891.30810546875
95,3541945.75,3537077.75,4867.6865234375
96,3534834.25,3529984.75,4850.25390625
97,3533075.25,3528298.25,4776.99462890625
98,3518206.5,3513411.0,4795.056640625
99,3510215.25,3505432.0,4782.6640625
100,3511729.5,3507000.75,4729.826171875
101,3492117.75,3487344.75,4772.7763671875
102,3489595.5,3484880.5,4714.8935546875
103,3489597.25,3484922.75,4675.25390625
104,3479454.25,3474752.0,4702.97705078125
105,3475351.75,3470714.5,4636.8505859375
106,3471581.0,3466974.0,4606.42138671875
107,3464446.25,3459877.75,4568.94384765625
108,3458694.25,3454116.25,4576.5546875
109,3475435.0,3470996.0,4440.2861328125
110,3451399.0,3446916.75,4481.61474609375
111,3442930.5,3438418.0,4512.1904296875
